TR:LiverDreamReal:CellLine,TR:IGF1,TR:IL1a,TR:TGFa,TR:TNFa,TR:IKKi,TR:MEK12i,TR:PI3Ki,TR:p38i,DA:AKT,DA:ERK12,DA:Ikb,DA:JNK12,DA:p38,DA:HSP27,DA:MEK12,DV:AKT,DV:ERK12,DV:Ikb,DV:JNK12,DV:p38,DV:HSP27,DV:MEK12
1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,0.000000,0.000000,0.021547,0.387287,0.272605,0.021547,0.000000
1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,0.272600,0.000000,0.000000,0.021545,0.000000,0.000000,0.000000
1,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,0.272606,0.000000,0.000000,0.021543,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0.000000,0.000000,0.021541,0.387283,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0.272600,0.000000,0.000000,0.021545,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,0.272603,0.021543,0.000000,0.021543,0.000000,0.000000,0.272602
1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,0.000000,0.000000,0.021547,0.387287,0.272605,0.021547,0.000000
1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,0.000000,0.021551,0.000000,0.000000,0.000000,0.000000,0.272617
1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,0.000000,0.000000,0.000000,0.387283,0.272607,0.021541,0.000000
1,1,0,0,0,1,0,0,0,1,1,1,1,1,1,1,0.272600,0.000000,0.000000,0.021545,0.000000,0.000000,0.000000
1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0.272603,0.021543,0.000000,0.021543,0.000000,0.000000,0.272602
1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,0,2,2,2,2,2,2,2,0.000000,0.000000,0.371074,0.765387,0.662548,0.371074,0.000000
1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0.662547,0.000000,0.000000,0.371056,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,0.662546,0.369708,0.000000,0.371065,0.000000,0.000000,0.655257
1,0,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,1,0,0,2,2,2,2,2,2,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,1,0,0,2,2,2,2,2,2,2,0.000000,0.000000,0.371074,0.765387,0.662548,0.371074,0.000000
1,1,0,0,0,0,1,0,0,2,2,2,2,2,2,2,0.662547,0.000000,0.000000,0.371056,0.000000,0.000000,0.000000
1,0,0,1,0,0,1,0,0,2,2,2,2,2,2,2,0.662549,0.000000,0.000000,0.371060,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,1,2,2,2,2,2,2,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,0.000000,0.000000,0.371074,0.765380,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,1,2,2,2,2,2,2,2,0.662547,0.000000,0.000000,0.371056,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,1,2,2,2,2,2,2,2,0.662546,0.369708,0.000000,0.371065,0.000000,0.000000,0.655257
1,0,0,0,0,0,0,1,0,2,2,2,2,2,2,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,1,0,2,2,2,2,2,2,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,1,0,2,2,2,2,2,2,2,0.000000,0.000000,0.371074,0.765387,0.662548,0.371074,0.000000
1,1,0,0,0,0,0,1,0,2,2,2,2,2,2,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,1,0,2,2,2,2,2,2,2,0.000000,0.369723,0.000000,0.000000,0.000000,0.000000,0.655261
1,0,0,0,0,1,0,0,0,2,2,2,2,2,2,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,1,0,0,0,2,2,2,2,2,2,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,1,0,0,0,2,2,2,2,2,2,2,0.000000,0.000000,0.000000,0.765380,0.662545,0.371074,0.000000
1,1,0,0,0,1,0,0,0,2,2,2,2,2,2,2,0.662547,0.000000,0.000000,0.371056,0.000000,0.000000,0.000000
1,0,0,1,0,1,0,0,0,2,2,2,2,2,2,2,0.662546,0.369708,0.000000,0.371065,0.000000,0.000000,0.655257
1,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,0,3,3,3,3,3,3,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,0,3,3,3,3,3,3,3,0.000000,0.000000,0.700681,0.913039,0.856596,0.700681,0.000000
1,1,0,0,0,0,0,0,0,3,3,3,3,3,3,3,0.856591,0.000000,0.000000,0.700670,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,0,3,3,3,3,3,3,3,0.856590,0.670019,0.000000,0.700667,0.000000,0.000000,0.717365
1,0,0,0,0,0,1,0,0,3,3,3,3,3,3,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,1,0,0,3,3,3,3,3,3,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,1,0,0,3,3,3,3,3,3,3,0.000000,0.000000,0.700681,0.913039,0.856596,0.700681,0.000000
1,1,0,0,0,0,1,0,0,3,3,3,3,3,3,3,0.856591,0.000000,0.000000,0.700670,0.000000,0.000000,0.000000
1,0,0,1,0,0,1,0,0,3,3,3,3,3,3,3,0.856593,0.000000,0.000000,0.700678,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,1,3,3,3,3,3,3,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,1,3,3,3,3,3,3,3,0.000000,0.000000,0.700669,0.913034,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,1,3,3,3,3,3,3,3,0.856591,0.000000,0.000000,0.700670,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,1,3,3,3,3,3,3,3,0.856590,0.670019,0.000000,0.700667,0.000000,0.000000,0.717365
1,0,0,0,0,0,0,1,0,3,3,3,3,3,3,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,1,0,3,3,3,3,3,3,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,1,0,3,3,3,3,3,3,3,0.000000,0.000000,0.700681,0.913039,0.856596,0.700681,0.000000
1,1,0,0,0,0,0,1,0,3,3,3,3,3,3,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,1,0,3,3,3,3,3,3,3,0.000000,0.670008,0.000000,0.000000,0.000000,0.000000,0.717338
1,0,0,0,0,1,0,0,0,3,3,3,3,3,3,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,1,0,0,0,3,3,3,3,3,3,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,1,0,0,0,3,3,3,3,3,3,3,0.000000,0.000000,0.000000,0.913034,0.856591,0.700669,0.000000
1,1,0,0,0,1,0,0,0,3,3,3,3,3,3,3,0.856591,0.000000,0.000000,0.700670,0.000000,0.000000,0.000000
1,0,0,1,0,1,0,0,0,3,3,3,3,3,3,3,0.856590,0.670019,0.000000,0.700667,0.000000,0.000000,0.717365
1,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,0,4,4,4,4,4,4,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,0,4,4,4,4,4,4,4,0.000000,0.000000,0.867869,0.967938,0.940808,0.867869,0.000000
1,1,0,0,0,0,0,0,0,4,4,4,4,4,4,4,0.940803,0.000000,0.000000,0.867860,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,0,4,4,4,4,4,4,4,0.940803,0.677602,0.000000,0.867855,0.000000,0.000000,0.470859
1,0,0,0,0,0,1,0,0,4,4,4,4,4,4,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,1,0,0,4,4,4,4,4,4,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,1,0,0,4,4,4,4,4,4,4,0.000000,0.000000,0.867869,0.967938,0.940808,0.867869,0.000000
1,1,0,0,0,0,1,0,0,4,4,4,4,4,4,4,0.940803,0.000000,0.000000,0.867860,0.000000,0.000000,0.000000
1,0,0,1,0,0,1,0,0,4,4,4,4,4,4,4,0.940804,0.000000,0.000000,0.867862,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,1,4,4,4,4,4,4,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,1,4,4,4,4,4,4,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,1,4,4,4,4,4,4,4,0.000000,0.000000,0.867862,0.967935,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,1,4,4,4,4,4,4,4,0.940803,0.000000,0.000000,0.867860,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,1,4,4,4,4,4,4,4,0.940803,0.677602,0.000000,0.867855,0.000000,0.000000,0.470859
1,0,0,0,0,0,0,1,0,4,4,4,4,4,4,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,1,0,4,4,4,4,4,4,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,1,0,4,4,4,4,4,4,4,0.000000,0.000000,0.867869,0.967938,0.940808,0.867869,0.000000
1,1,0,0,0,0,0,1,0,4,4,4,4,4,4,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,1,0,4,4,4,4,4,4,4,0.000000,0.677574,0.000000,0.000000,0.000000,0.000000,0.470824
1,0,0,0,0,1,0,0,0,4,4,4,4,4,4,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,1,0,0,0,4,4,4,4,4,4,4,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,1,0,0,0,4,4,4,4,4,4,4,0.000000,0.000000,0.000000,0.967935,0.940804,0.867862,0.000000
1,1,0,0,0,1,0,0,0,4,4,4,4,4,4,4,0.940803,0.000000,0.000000,0.867860,0.000000,0.000000,0.000000
1,0,0,1,0,1,0,0,0,4,4,4,4,4,4,4,0.940803,0.677602,0.000000,0.867855,0.000000,0.000000,0.470859
1,0,0,0,0,0,0,0,0,5,5,5,5,5,5,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,0,5,5,5,5,5,5,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,0,5,5,5,5,5,5,5,0.000000,0.000000,0.943233,0.988195,0.975934,0.943233,0.000000
1,1,0,0,0,0,0,0,0,5,5,5,5,5,5,5,0.975932,0.000000,0.000000,0.943227,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,0,5,5,5,5,5,5,5,0.975932,0.434019,0.000000,0.943223,0.000000,0.000000,0.303549
1,0,0,0,0,0,1,0,0,5,5,5,5,5,5,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,1,0,0,5,5,5,5,5,5,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,1,0,0,5,5,5,5,5,5,5,0.000000,0.000000,0.943233,0.988195,0.975934,0.943233,0.000000
1,1,0,0,0,0,1,0,0,5,5,5,5,5,5,5,0.975932,0.000000,0.000000,0.943227,0.000000,0.000000,0.000000
1,0,0,1,0,0,1,0,0,5,5,5,5,5,5,5,0.975932,0.000000,0.000000,0.943229,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,1,5,5,5,5,5,5,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,1,5,5,5,5,5,5,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,1,5,5,5,5,5,5,5,0.000000,0.000000,0.943230,0.988193,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,1,5,5,5,5,5,5,5,0.975932,0.000000,0.000000,0.943227,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,1,5,5,5,5,5,5,5,0.975932,0.434019,0.000000,0.943223,0.000000,0.000000,0.303549
1,0,0,0,0,0,0,1,0,5,5,5,5,5,5,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,1,0,5,5,5,5,5,5,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,1,0,5,5,5,5,5,5,5,0.000000,0.000000,0.943233,0.988195,0.975934,0.943233,0.000000
1,1,0,0,0,0,0,1,0,5,5,5,5,5,5,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,1,0,5,5,5,5,5,5,5,0.000000,0.433988,0.000000,0.000000,0.000000,0.000000,0.303558
1,0,0,0,0,1,0,0,0,5,5,5,5,5,5,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,1,0,0,0,5,5,5,5,5,5,5,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,1,0,0,0,5,5,5,5,5,5,5,0.000000,0.000000,0.000000,0.988193,0.975932,0.943230,0.000000
1,1,0,0,0,1,0,0,0,5,5,5,5,5,5,5,0.975932,0.000000,0.000000,0.943227,0.000000,0.000000,0.000000
1,0,0,1,0,1,0,0,0,5,5,5,5,5,5,5,0.975932,0.434019,0.000000,0.943223,0.000000,0.000000,0.303549
1,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,0,6,6,6,6,6,6,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,0,6,6,6,6,6,6,6,0.000000,0.000000,0.975944,0.995656,0.990314,0.975944,0.000000
1,1,0,0,0,0,0,0,0,6,6,6,6,6,6,6,0.990310,0.000000,0.000000,0.975941,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,0,6,6,6,6,6,6,6,0.990314,0.361979,0.000000,0.975940,0.000000,0.000000,0.445324
1,0,0,0,0,0,1,0,0,6,6,6,6,6,6,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,1,0,0,6,6,6,6,6,6,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,1,0,0,6,6,6,6,6,6,6,0.000000,0.000000,0.975944,0.995656,0.990314,0.975944,0.000000
1,1,0,0,0,0,1,0,0,6,6,6,6,6,6,6,0.990310,0.000000,0.000000,0.975941,0.000000,0.000000,0.000000
1,0,0,1,0,0,1,0,0,6,6,6,6,6,6,6,0.990311,0.000000,0.000000,0.975942,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,1,6,6,6,6,6,6,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,1,6,6,6,6,6,6,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,1,6,6,6,6,6,6,6,0.000000,0.000000,0.975939,0.995653,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,1,6,6,6,6,6,6,6,0.990310,0.000000,0.000000,0.975941,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,1,6,6,6,6,6,6,6,0.990314,0.361979,0.000000,0.975940,0.000000,0.000000,0.445324
1,0,0,0,0,0,0,1,0,6,6,6,6,6,6,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,1,0,6,6,6,6,6,6,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,1,0,6,6,6,6,6,6,6,0.000000,0.000000,0.975944,0.995656,0.990314,0.975944,0.000000
1,1,0,0,0,0,0,1,0,6,6,6,6,6,6,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,1,0,6,6,6,6,6,6,6,0.000000,0.361990,0.000000,0.000000,0.000000,0.000000,0.445366
1,0,0,0,0,1,0,0,0,6,6,6,6,6,6,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,1,0,0,0,6,6,6,6,6,6,6,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,1,0,0,0,6,6,6,6,6,6,6,0.000000,0.000000,0.000000,0.995653,0.990311,0.975939,0.000000
1,1,0,0,0,1,0,0,0,6,6,6,6,6,6,6,0.990310,0.000000,0.000000,0.975941,0.000000,0.000000,0.000000
1,0,0,1,0,1,0,0,0,6,6,6,6,6,6,6,0.990314,0.361979,0.000000,0.975940,0.000000,0.000000,0.445324
1,0,0,0,0,0,0,0,0,7,7,7,7,7,7,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,0,7,7,7,7,7,7,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,0,7,7,7,7,7,7,7,0.000000,0.000000,0.989896,0.998399,0.996129,0.989896,0.000000
1,1,0,0,0,0,0,0,0,7,7,7,7,7,7,7,0.996129,0.000000,0.000000,0.989894,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,0,7,7,7,7,7,7,7,0.996132,0.532022,0.000000,0.989897,0.000000,0.000000,0.587446
1,0,0,0,0,0,1,0,0,7,7,7,7,7,7,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,1,0,0,7,7,7,7,7,7,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,1,0,0,7,7,7,7,7,7,7,0.000000,0.000000,0.989896,0.998399,0.996129,0.989896,0.000000
1,1,0,0,0,0,1,0,0,7,7,7,7,7,7,7,0.996129,0.000000,0.000000,0.989894,0.000000,0.000000,0.000000
1,0,0,1,0,0,1,0,0,7,7,7,7,7,7,7,0.996126,0.000000,0.000000,0.989886,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,1,7,7,7,7,7,7,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,1,7,7,7,7,7,7,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,1,7,7,7,7,7,7,7,0.000000,0.000000,0.989894,0.998400,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,1,7,7,7,7,7,7,7,0.996129,0.000000,0.000000,0.989894,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,1,7,7,7,7,7,7,7,0.996132,0.532022,0.000000,0.989897,0.000000,0.000000,0.587446
1,0,0,0,0,0,0,1,0,7,7,7,7,7,7,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,1,0,7,7,7,7,7,7,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,1,0,7,7,7,7,7,7,7,0.000000,0.000000,0.989896,0.998399,0.996129,0.989896,0.000000
1,1,0,0,0,0,0,1,0,7,7,7,7,7,7,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,1,0,7,7,7,7,7,7,7,0.000000,0.532061,0.000000,0.000000,0.000000,0.000000,0.587453
1,0,0,0,0,1,0,0,0,7,7,7,7,7,7,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,1,0,0,0,7,7,7,7,7,7,7,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,1,0,0,0,7,7,7,7,7,7,7,0.000000,0.000000,0.000000,0.998400,0.996130,0.989894,0.000000
1,1,0,0,0,1,0,0,0,7,7,7,7,7,7,7,0.996129,0.000000,0.000000,0.989894,0.000000,0.000000,0.000000
1,0,0,1,0,1,0,0,0,7,7,7,7,7,7,7,0.996132,0.532022,0.000000,0.989897,0.000000,0.000000,0.587446
1,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,0,8,8,8,8,8,8,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,0,8,8,8,8,8,8,8,0.000000,0.000000,0.995781,0.999409,0.998461,0.995781,0.000000
